State,KodPAR,const_name,coallition,candidate_name,party,winlose,won_party,won_coallition,majority,votes,voted_voters,votes_pct,total_voters,turnout_rate,malay,chinese,indian,others,muslim_bumi,nonmuslim_bumi,sabah_bumi,early,postal
Sarawak,212,Sibu,PH,Oscar Ling Chai Yew,DAP,win,DAP,PH,11422,33811,56753,59.58,74149,76.54,0,63,0,1,12,25,0,3188,10
Sarawak,212,Sibu,BN,Wong Kee Yew,BN,lose,DAP,PH,11422,22389,56753,39.45,74149,76.54,0,63,0,1,12,25,0,3188,10
Sarawak,212,Sibu,PEACE,Tiew Yen Houng,PEACE,lose,DAP,PH,11422,377,56753,0.66,74149,76.54,0,63,0,1,12,25,0,3188,10
Sarawak,212,Sibu,STAR,Tiong Ing Tung,STAR,lose,DAP,PH,11422,176,56753,0.31,74149,76.54,0,63,0,1,12,25,0,3188,10
Sarawak,213,Mukah,BN,Hanifah Hajar Taib,BN,win,BN,BN,7000,13853,20706,66.9,30608,67.65,0,9,0,1,7,84,0,204,1
Sarawak,213,Mukah,PH,Abdul Jalil Bujang,PKR,lose,BN,BN,7000,6853,20706,33.1,30608,67.65,0,9,0,1,7,84,0,204,1
Sarawak,214,Selangau,PH,Baru Bian,PKR,win,PKR,PH,486,11228,21970,51.11,30026,73.17,0,3,0,1,1,94,0,75,0
Sarawak,214,Selangau,BN,Rita Sarimah Patrick Insol,BN,lose,PKR,PH,486,10742,21970,48.89,30026,73.17,0,3,0,1,1,94,0,75,0
Sarawak,215,Kapit,BN,Alexander Nanta Linggi,BN,win,BN,BN,10479,14302,18125,78.91,30658,59.12,0,9,0,1,3,87,0,157,1
Sarawak,215,Kapit,PH,Paren Nyawi,DAP,lose,BN,BN,10479,3823,18125,21.09,30658,59.12,0,9,0,1,3,87,0,157,1
Sarawak,216,Hulu Rajang,BN,Ugak Kumbong,BN,win,BN,BN,6315,11834,17353,68.2,27520,63.06,0,2,0,1,1,95,0,66,0
Sarawak,216,Hulu Rajang,PH,Abun Sui Anyit,PKR,lose,BN,BN,6315,5519,17353,31.8,27520,63.06,0,2,0,1,1,95,0,66,0
Sarawak,217,Bintulu,BN,Tiong King Sing,BN,win,BN,BN,7022,27076,47458,57.05,65049,72.96,0,29,0,1,11,60,0,548,3
Sarawak,217,Bintulu,PH,Chiew Chan Yew,DAP,lose,BN,BN,7022,20054,47458,42.26,65049,72.96,0,29,0,1,11,60,0,548,3
Sarawak,217,Bintulu,STAR,Chieng Lea Phing,STAR,lose,BN,BN,7022,328,47458,0.69,65049,72.96,0,29,0,1,11,60,0,548,3
Sarawak,218,Sibuti,BN,Lukanisman Awang Sauni,BN,win,BN,BN,3676,12214,22369,54.6,31868,70.19,0,22,0,1,24,54,0,967,2
Sarawak,218,Sibuti,PH,Jemat Panjang,PKR,lose,BN,BN,3676,8538,22369,38.17,31868,70.19,0,22,0,1,24,54,0,967,2
Sarawak,218,Sibuti,GS,Zulaihi Bakar,PAS,lose,BN,BN,3676,1617,22369,7.23,31868,70.19,0,22,0,1,24,54,0,967,2
Sarawak,219,Miri,PH,Michael Teo Yu Keng,PKR,win,BN,BN,13663,35739,57815,61.82,80386,71.92,0,55,0,1,16,28,0,995,11
Sarawak,219,Miri,BN,Sebastian Ting Chiew Yew,BN,lose,BN,BN,13663,22076,57815,38.18,80386,71.92,0,55,0,1,16,28,0,995,11
Sarawak,220,Baram,BN,Anyi Ngau,BN,win,BN,BN,1990,12171,22352,54.45,35685,62.64,0,8,0,1,5,86,0,90,1
Sarawak,220,Baram,PH,Roland Engan,PKR,lose,BN,BN,1990,10181,22352,45.55,35685,62.64,0,8,0,1,5,86,0,90,1
Sarawak,221,Limbang,BN,Hasbi Habibollah,BN,win,BN,BN,7710,12589,17468,72.07,26409,66.14,0,18,0,1,28,53,0,376,2
Sarawak,221,Limbang,PH,Ricardo Osmund Yampil Baba,PKR,lose,BN,BN,7710,4879,17468,27.93,26409,66.14,0,18,0,1,28,53,0,376,2
Sarawak,222,Lawas,BN,Henry Sum Agong,BN,win,BN,BN,6000,10037,14250,70.44,21297,66.91,0,10,0,1,41,49,0,119,1
Sarawak,222,Lawas,PH,Danny Piri,PKR,lose,BN,BN,6000,4037,14250,28.33,21297,66.91,0,10,0,1,41,49,0,119,1
Sarawak,222,Lawas,Others,Mohamad Brahim,IND,lose,BN,BN,6000,176,14250,1.24,21297,66.91,0,10,0,1,41,49,0,119,1
